[AREA]
#'AreaID;Name;Nettype;Count of Units;'
0;Halfcenter left;1;18;
1;Halfcenter right;1;18;
2;input knee;1;16;
3;MN knee left;1;2;
4;MN knee right;1;2;
5;output to file;1;12;
6;Halfcenter hip flex left;1;17;
7;Halfcenter hip flex right;1;17;
8;input hip flex;1;6;
9;MN hip flex left;1;2;
10;MN hip flex right;1;2;
11;halfcenter left;1;18;
12;halfcenter right;1;18;
13;Input_Foot;1;16;
14;MN Foot left;1;2;
15;MN Foot right;1;2;
16;Feet_sensor_Input_le;1;5;
17;feedback_Interneuron_ext_le;1;3;
18;reflexes_ext_le;1;5;
19;feedback_interneuron_flex_le;1;3;
20;reflexes_flex_le;1;5;
21;feet_sensor_input_ri;1;5;
22;feedback_Interneuron_flex_ri;1;3;
23;feedback_Interneuron_ext_ri;1;3;
24;reflexes_flex_ri;1;5;
25;reflexes_ext_ri;1;5;
26;knee_sensor_input_left;1;4;
27;feedback_interneuron_flex_le;1;3;
28;reflexes_flex_left;1;5;
29;feedback_interneuron_ext_left;1;3;
30;reflexes_ext_left;1;5;
31;knee sensor input right;1;4;
32;Net46;1;3;
33;Net47;1;5;
34;Net48;1;3;
35;Net49;1;5;
36;hip_sensor_input_left;1;4;
37;feedback_interneuron_flex_left;1;3;
38;feedback_interneuron_ext_left;1;3;
39;reflexes_flex_left;1;5;
40;reflexes_ext_left;1;5;
41;hip_sensor_input_right;1;4;
42;feedback_interneuron_flex_right;1;3;
43;feedback_interneuron_ext_right;1;3;
44;reflexes_flex_right;1;5;
45;reflexes_ext_right;1;5;
46;general sensor_input;1;38;
47;general input area;1;1;
48;cutaneous_bias;1;1;
49;Dynamic_Inhibition;1;1;
50;Dynamic_Inhibition;1;1;
51;Dynamic_Inhibition;1;1;
52;Dynamic_Inhibition;1;1;
53;Dynamic_Inhibition;1;1;
54;Dynamic_Inhibition;1;1;
55;Dynamic_Inhibition;1;1;
56;Dynamic_Inhibition;1;1;
57;Dynamic_Inhibition;1;1;
58;Dynamic_Inhibition;1;1;
59;Dynamic_Inhibition;1;1;
60;Dynamic_Inhibition;1;1;
[END]
[CONNECTION]
#'su-AreaID;su-UnitID;tu-AreaID;tu-UnitID;Strength;'
7;157;10;175;0.7;
44;561;10;175;-10;
44;563;10;175;8;
43;571;10;175;0.3;
45;558;10;175;-10;
46;3205;10;175;1;
54;5204;10;175;-1;
11;189;11;184;0.001;
11;199;11;184;-1;
11;185;11;184;1;
11;189;11;185;0.001;
11;199;11;185;-1;
11;184;11;185;1;
11;192;11;186;1;
16;392;11;186;0;
16;393;11;186;0;
16;394;11;187;0;
11;188;11;187;1;
16;390;11;187;0;
16;391;11;187;0;
13;227;11;188;1;
11;186;11;188;-100;
11;200;11;188;-100;
17;396;11;188;0;
11;188;11;189;1;
11;4889;11;191;-1;
11;195;11;191;1;
13;226;11;192;1;
11;191;11;192;-100;
11;187;11;192;-100;
19;400;11;192;0;
21;409;11;192;0;
11;192;11;193;1;
11;193;11;194;0.001;
11;196;11;194;-1;
11;195;11;194;1;
11;193;11;195;0.001;
11;196;11;195;-1;
11;194;11;195;1;
11;192;11;196;-1000;
11;197;11;196;1;
11;188;11;199;-1000;
11;198;11;199;1;
11;190;11;200;-1;
11;184;11;200;1;
12;208;12;209;1;
12;221;12;209;-1000;
12;212;12;210;0.001;
12;211;12;210;1;
12;209;12;210;-1;
12;212;12;211;0.001;
12;210;12;211;1;
12;209;12;211;-1;
12;221;12;212;1;
12;213;12;214;1;
12;222;12;214;-1000;
12;216;12;215;0.001;
12;217;12;215;1;
12;214;12;215;-1;
12;222;12;216;1;
12;216;12;217;0.001;
12;215;12;217;1;
12;214;12;217;-1;
12;220;12;218;-1;
12;211;12;218;1;
12;4890;12;219;-1;
12;217;12;219;1;
13;3493;12;221;1;
16;394;12;221;0;
12;224;12;221;-100;
12;218;12;221;-100;
22;410;12;221;0;
13;3495;12;222;1;
12;219;12;222;-100;
12;223;12;222;-100;
23;411;12;222;0;
12;221;12;223;1;
21;405;12;223;0;
21;407;12;223;0;
12;222;12;224;1;
21;409;12;224;0;
21;406;12;224;0;
21;408;12;224;0;
13;226;13;225;1;
13;4157;13;226;-1000;
13;4158;13;226;1;
13;225;13;227;1;
13;3491;13;3489;1;
13;3490;13;3489;0.001;
13;226;13;3490;1;
13;3489;13;3491;1;
13;3490;13;3491;0.001;
13;3496;13;3492;1;
13;3491;13;3492;-1;
13;226;13;3493;1;
13;3492;13;3493;-1000;
13;3493;13;3494;1;
13;3494;13;3495;1;
13;4158;13;4155;0.001;
13;4156;13;4155;1;
13;4158;13;4156;0.001;
13;4155;13;4156;1;
13;4156;13;4157;-1;
13;4159;13;4157;1;
47;1547;13;4158;1;
20;466;14;236;8;
17;439;14;236;0.3;
18;398;14;236;-10;
11;188;14;236;0.7;
20;403;14;236;-10;
46;3207;14;236;1;
58;5209;14;236;-1;
19;462;14;237;0.3;
18;465;14;237;8;
18;399;14;237;-10;
11;192;14;237;0.7;
20;402;14;237;-10;
46;3201;14;237;1;
57;5208;14;237;-1;
25;472;15;238;8;
22;469;15;238;0.3;
12;221;15;238;0.7;
24;413;15;238;-10;
25;417;15;238;-10;
46;3202;15;238;1;
60;5211;15;238;-1;
23;464;15;239;0.3;
24;470;15;239;8;
12;222;15;239;0.7;
24;414;15;239;-10;
25;418;15;239;-10;
46;3208;15;239;1;
59;5210;15;239;-1;
46;1543;16;390;1;
46;1531;16;391;1;
46;1537;16;392;1;
46;1525;16;393;1;
48;3196;16;394;0;
46;1546;16;394;1;
16;391;17;396;0.5;
16;390;17;396;0.1;
11;192;17;439;0.9;
11;188;17;439;0.9;
17;467;17;439;-1;
16;391;17;439;0.5;
16;390;17;439;0.4;
18;420;18;398;1;
16;391;18;398;1;
18;397;18;398;-1;
16;390;18;399;1;
18;397;18;399;-1;
16;394;18;420;1;
16;391;18;465;1;
18;420;18;465;1;
18;397;18;465;-1;
16;392;19;400;0.1;
16;393;19;400;0.5;
11;192;19;462;0.9;
11;188;19;462;0.9;
19;468;19;462;-1;
16;393;19;462;0.5;
16;392;19;462;0.4;
16;393;20;402;1;
20;401;20;402;-1;
20;631;20;402;1;
20;401;20;403;-1;
16;392;20;403;1;
20;401;20;466;-1;
16;393;20;466;1;
20;631;20;466;1;
21;409;20;631;1;
46;1538;21;405;1;
46;1544;21;406;1;
46;1526;21;407;1;
46;1532;21;408;1;
48;3196;21;409;0;
46;1545;21;409;1;
21;405;22;410;0.1;
21;407;22;410;0.5;
22;463;22;469;-1;
21;407;22;469;0.5;
21;405;22;469;0.4;
12;222;22;469;0.9;
12;221;22;469;0.9;
21;406;23;411;0.1;
21;408;23;411;0.5;
23;471;23;464;-1;
21;408;23;464;0.5;
21;406;23;464;0.4;
12;222;23;464;0.9;
12;221;23;464;0.9;
21;407;24;413;1;
24;412;24;413;-1;
24;630;24;413;1;
24;412;24;414;-1;
21;405;24;414;1;
24;412;24;470;-1;
21;407;24;470;1;
24;630;24;470;1;
16;394;24;630;1;
25;416;25;417;-1;
21;406;25;417;1;
25;416;25;418;-1;
25;419;25;418;1;
21;408;25;418;1;
21;409;25;419;1;
25;416;25;472;-1;
25;419;25;472;1;
21;408;25;472;1;
46;1521;26;473;1;
46;1527;26;474;1;
46;1539;26;475;1;
46;1533;26;476;1;
0;4;27;506;0.9;
0;5;27;506;0.9;
26;476;27;506;0.4;
27;508;27;506;-1;
26;473;27;506;0.5;
26;476;27;507;0.1;
26;473;27;507;0.5;
28;484;28;485;-1;
26;476;28;485;1;
28;484;28;486;-1;
26;473;28;486;1;
28;633;28;486;1;
28;484;28;487;-1;
26;473;28;487;1;
28;633;28;487;1;
21;409;28;633;1;
26;475;29;478;0.1;
26;474;29;478;0.5;
29;477;29;479;-1;
26;475;29;479;0.4;
26;474;29;479;0.5;
0;5;29;479;0.9;
0;4;29;479;0.9;
30;480;30;481;-1;
26;474;30;481;1;
30;632;30;481;1;
30;480;30;482;-1;
26;474;30;482;1;
30;632;30;482;1;
30;480;30;483;-1;
26;475;30;483;1;
16;394;30;632;1;
46;1530;31;502;1;
46;1524;31;503;1;
46;1536;31;504;1;
46;1542;31;505;1;
31;504;32;489;0.1;
31;503;32;489;0.5;
1;20;32;490;0.9;
1;27;32;490;0.9;
31;503;32;490;0.5;
31;504;32;490;0.4;
32;488;32;490;-1;
31;503;33;495;1;
33;494;33;495;-1;
33;634;33;495;1;
31;503;33;496;1;
33;494;33;496;-1;
33;634;33;496;1;
31;504;33;497;1;
33;494;33;497;-1;
16;394;33;634;1;
1;20;34;491;0.9;
1;27;34;491;0.9;
31;502;34;491;0.5;
31;505;34;491;0.4;
34;493;34;491;-1;
31;505;34;492;0.1;
31;502;34;492;0.5;
31;502;35;498;1;
35;501;35;498;-1;
35;635;35;498;1;
31;505;35;499;1;
35;501;35;499;-1;
31;502;35;500;1;
35;501;35;500;-1;
35;635;35;500;1;
21;409;35;635;1;
46;1528;36;552;1;
46;1522;36;553;1;
46;1540;36;554;1;
46;1534;36;555;1;
37;543;37;541;-1;
36;555;37;541;0.4;
36;553;37;541;0.5;
6;142;37;541;0.9;
6;134;37;541;0.9;
36;555;37;542;1;
36;553;37;542;0.5;
36;554;38;539;1;
36;552;38;539;0.5;
38;538;38;540;-1;
36;554;38;540;0.4;
36;552;38;540;0.5;
6;142;38;540;0.9;
6;134;38;540;0.9;
39;551;39;548;-1;
36;555;39;548;1;
39;551;39;549;-1;
36;553;39;549;1;
39;637;39;549;1;
39;551;39;550;-1;
36;553;39;550;1;
39;637;39;550;1;
21;409;39;637;1;
40;544;40;545;-1;
36;552;40;545;1;
40;636;40;545;1;
40;544;40;546;-1;
36;554;40;546;1;
40;544;40;547;-1;
36;552;40;547;1;
40;636;40;547;1;
16;394;40;636;1;
46;1535;41;564;1;
46;1523;41;565;1;
46;1529;41;566;1;
46;1541;41;567;1;
7;153;42;569;0.9;
7;157;42;569;0.9;
41;564;42;569;0.4;
41;565;42;569;0.5;
42;568;42;569;-1;
41;564;42;570;1;
41;565;42;570;0.5;
7;153;43;571;0.9;
7;157;43;571;0.9;
41;566;43;571;0.5;
41;567;43;571;0.4;
43;573;43;571;-1;
41;566;43;572;0.5;
41;567;43;572;1;
41;564;44;561;1;
44;560;44;561;-1;
41;565;44;562;1;
44;560;44;562;-1;
44;638;44;562;1;
41;565;44;563;1;
44;560;44;563;-1;
44;638;44;563;1;
16;394;44;638;1;
41;567;45;557;1;
45;556;45;557;-1;
41;566;45;558;1;
45;556;45;558;-1;
45;639;45;558;1;
41;566;45;559;1;
45;556;45;559;-1;
45;639;45;559;1;
21;409;45;639;1;
46;3197;49;5200;1;
46;3203;50;5201;1;
46;3204;51;5202;1;
46;3198;52;5203;1;
46;3205;53;5205;1;
46;3199;54;5204;1;
46;3200;55;5206;1;
46;3206;56;5207;1;
46;3207;57;5208;1;
46;3201;58;5209;1;
46;3202;59;5210;1;
46;3208;60;5211;1;
[END]
[UNIT]
#'AreaID;UnitID;Name;Value;'
0;0;bias_2;1;
0;1;;1;
0;2;S1;0;
0;3;B;0;
0;4;Hc Flex;0;
0;5;Hc Ext;0;
0;6;;0;
0;7;;0;
0;8;A;0;
0;9;S2;0;
0;10;bias_ext;0.049;
0;11;B;0;
0;12;S1;0;
0;13;S2;0;
0;14;;1;
0;15;bias_2;1;
0;16;A;0;
0;4887;bias_flex;0.148;
1;17;bias_2;1;
1;18;;0;
1;19;;0;
1;20;HcFlex;0;
1;21;;1;
1;22;A;0;
1;23;S1;0;
1;24;S2;0;
1;25;B;0;
1;26;bias_flex;0.148;
1;27;HcExt;0;
1;28;A;0;
1;29;B;0;
1;30;S2;0;
1;31;S2;0;
1;32;;1;
1;33;bias_2;1;
1;4888;bias_ext;0.049;
2;35;;0;
2;36;;0;
2;59;;0;
2;3211;;0;
2;3212;;0;
2;3213;;0;
2;3214;;0;
2;3215;;0;
2;3216;;0.13;
2;3217;;0;
2;3218;;0;
2;3664;;0;
2;3665;;0;
2;3666;;0;
2;3667;;0.051;
2;3668;;0.051;
3;37;ext;0;
3;38;flex;0;
4;39;flex;0;
4;40;ext;0;
5;53;flex left knee;0;
5;55;ext_le_knee;0;
5;56;flex_le_hip;0;
5;58;ext left hip;0;
5;240;flex right hip;0;
5;241;ext right hip;0;
5;1548;flex_ri_knee;0;
5;1549;ext right knee;0;
5;1550;ext left ankle;0;
5;1551;flex_le_ankle;0;
5;1552;ext right ankle;0;
5;1553;flex right ankle;0;
6;130;bias_2;1;
6;131;;1;
6;132;S2;0;
6;133;S1;0;
6;134;HC ext;0;
6;135;A;0;
6;136;B;0;
6;137;bias;0.098;
6;138;;0;
6;139;;0;
6;140;B;0;
6;141;A;0;
6;142;HC flex;0;
6;143;S1;0;
6;144;S2;0;
6;145;;1;
6;146;bias_2;1;
7;147;bias_2;1;
7;148;;1;
7;149;S2;0;
7;150;S1;0;
7;151;B;0;
7;152;A;0;
7;153;HC flex;0;
7;154;;0;
7;155;bias;0.098;
7;156;;0;
7;157;HC ext;0;
7;158;A;0;
7;159;B;0;
7;160;S1;0;
7;161;S2;0;
7;162;;1;
7;163;bias_2;1;
8;127;;0;
8;128;;0;
8;129;;0;
8;3663;;0;
8;3938;;0;
8;3939;;0;
9;164;ext;0;
9;165;flex;0;
10;174;flex;0;
10;175;ext;0;
11;184;S2;0;
11;185;S1;0;
11;186;;0;
11;187;;0;
11;188;HcExt;0;
11;189;A;0;
11;190;bias_plant_flex;0.065;
11;191;B;0;
11;192;HcFlex;0;
11;193;A;0;
11;194;S1;0;
11;195;S2;0;
11;196;;1;
11;197;bias2;1;
11;198;bias_2;1;
11;199;;1;
11;200;B;0;
11;4889;bias_dorsi_flex;0.131;
12;208;bias_2;1;
12;209;;1;
12;210;S1;0;
12;211;S2;0;
12;212;A;0;
12;213;bias_2;1;
12;214;;1;
12;215;S1;0;
12;216;A;0;
12;217;S2;0;
12;218;B;0;
12;219;B;0;
12;220;bias_dorsi_flex;0.131;
12;221;HcFlex;0;
12;222;HcExt;0;
12;223;;0;
12;224;;0;
12;4890;bias_plant_flex;0.065;
13;225;;0;
13;226;;0;
13;227;;0;
13;3489;;0;
13;3490;;0;
13;3491;;0;
13;3492;;0;
13;3493;;0;
13;3494;;0;
13;3495;;0;
13;3496;;0.13;
13;4155;;0;
13;4156;;0;
13;4157;;0.026;
13;4158;;0;
13;4159;;0.026;
14;236;Ext;0;
14;237;Flex;0;
15;238;Flex;0;
15;239;Ext;0;
16;390;foot_ext_spindle;0;
16;391;foot_ext_golgi;0;
16;392;foot_flex_spindle;0;
16;393;foot_flex_golgi;0;
16;394;foot_cutaneous;0;
17;396;;0;
17;439;;0;
17;467;bias;0.9;
18;397;bias;0.9;
18;398;1b Interneuron;0;
18;399;Ia Interneuron;0;
18;420;;0;
18;465;Ib Interneuron;0;
19;400;;0;
19;462;;0;
19;468;bias;0.9;
20;401;bias;0.9;
20;402;1b Interneuron;0;
20;403;1a Interneuron;0;
20;466;Ib Interneuron;0;
20;631;Interneuron_Schmerz_Kontra;0;
21;405;foot_flex_spindle;0;
21;406;foot_ext_spindle;0;
21;407;foot_flex_golgi;0;
21;408;foot_ext_golgi;0;
21;409;foot_cutaneous;0;
22;410;;0;
22;463;bias;0.9;
22;469;;0;
23;411;;0;
23;464;;0;
23;471;Bias;0.9;
24;412;bias;0.9;
24;413;Ib Interneuron;0;
24;414;1a Interneuron;0;
24;470;Ib Interneuron;0;
24;630;Interneuron_Schmerz_Kontra;0;
25;416;bias;0.9;
25;417;1a Interneuron;0;
25;418;1b Interneuron;0;
25;419;;0;
25;472;Ib Interneuron;0;
26;473;knee_flex_golgi;0;
26;474;knee_ext_golgi;0;
26;475;knee_ext_spindle;0;
26;476;knee_flex_spindle;0;
27;506;alfa;0;
27;507;beta;0;
27;508;;0.9;
28;484;bias;0.9;
28;485;Ia Interneuron;0;
28;486;Ib Interneuron;0;
28;487;Ib Interneuron;0;
28;633;Interneuron_Schmerz_Kontra;0;
29;477;bias;0.9;
29;478;beta;0;
29;479;alfa;0;
30;480;bias;0.9;
30;481;Ib Interneuron;0;
30;482;Ib Interneuron;0;
30;483;Ia Interneuron;0;
30;632;;0;
31;502;knee_ext_golgi;0;
31;503;knee_flex_golgi;0;
31;504;knee_flex_spindle;0;
31;505;knee_ext_spindle;0;
32;488;bias;0.9;
32;489;beta;0;
32;490;alfa;0;
33;494;bias;0.9;
33;495;Ib_interneuron;0;
33;496;Ib_interneuron;0;
33;497;Ia_interneuron;0;
33;634;Interneuron_Schmerz_Kontra;0;
34;491;alfa;0;
34;492;beta;0;
34;493;bias;0.9;
35;498;Ib_interneuron;0;
35;499;Ia_interneuron;0;
35;500;Ib_interneuron;0;
35;501;bias;0.9;
35;635;;0;
36;552;hip_ext_golgi;0;
36;553;hip_flex_golgi;0;
36;554;hip_ext_spindle;0;
36;555;hip_flex_spindle;0;
37;541;;0;
37;542;;0;
37;543;bias;0.9;
38;538;bias;0.9;
38;539;;0;
38;540;;0;
39;548;Ia_interneuron;0;
39;549;Ib_interneuron;0;
39;550;Ib_interneuron;0;
39;551;bias;0.9;
39;637;Interneuron_Schmerz_Kontra;0;
40;544;bias;0.9;
40;545;Ib_interneuron;0;
40;546;Ia_interneuron;0;
40;547;Ib_interneuron;0;
40;636;;0;
41;564;hip_flex_spindle;0;
41;565;hip_flex_golgi;0;
41;566;hip_ext_golgi;0;
41;567;hip_ext_spindle;0;
42;568;bias;0.9;
42;569;;0;
42;570;;0;
43;571;;0;
43;572;;0;
43;573;bias;0.9;
44;560;bias;0.9;
44;561;Ia_interneuron;0;
44;562;Ib_interneuron;0;
44;563;Ib_interneuron;0;
44;638;Interneuron_Schmerz_Kontra;0;
45;556;bias;0.9;
45;557;Ia_interneuron;0;
45;558;Ib_interneuron;0;
45;559;Ib_interneuron;0;
45;639;;0;
46;1521;golgi flexion left knee;0;
46;1522;left hip;0;
46;1523;right hip;0;
46;1524;right knee;0;
46;1525;left ankle;0;
46;1526;right ankle;0;
46;1527;golgi extension left knee;0;
46;1528;left hip;0;
46;1529;right hip;0;
46;1530;right knee;0;
46;1531;left ankle;0;
46;1532;right ankle;0;
46;1533;spindle flexion;0;
46;1534;;0;
46;1535;;0;
46;1536;;0;
46;1537;;0;
46;1538;;0;
46;1539;spindle extension;0;
46;1540;;0;
46;1541;;0;
46;1542;;0;
46;1543;;0;
46;1544;;0;
46;1545;cutaneous right foot;0;
46;1546;left;0;
46;3197;left_knee_flexion_spindle_dynamic;0;
46;3198;left_hip_flexion_spindle_dynamic;0;
46;3199;right_hip_flexion_spindle_dynamic;0;
46;3200;right_knee_flexion_spindle_dynamic;0;
46;3201;left_ankle_flexion_spindle_dynamic;0;
46;3202;right_ankle_flexion_spindle_dynamic;0;
46;3203;left_knee_ext_spindle_dyn;0;
46;3204;left_hip_ext_spindle_dyn;0;
46;3205;right_hip_ext_spindle_dyn;0;
46;3206;right_knee_ext_spindle_dyn;0;
46;3207;left_ankle_ext_spindle_dyn;0;
46;3208;right_ankle_ext_spindle_dynamic;0;
47;1547;general Input;1;
48;3196;bias;0;
49;5200;;0;
50;5201;;0;
51;5202;;0;
52;5203;;0;
53;5205;;0;
54;5204;;0;
55;5206;;0;
56;5207;;0;
57;5208;;0;
58;5209;;0;
59;5210;;0;
60;5211;;0;
[END]
